physpreset,plastic_container_sml
xanim,ai_direwolf_base_idle_howl
xanim,ai_zm_dlc1_zombie_climb_up_192_down_40
xanim,ai_zm_dlc1_zombie_climb_up_256_down_32
xanim,ai_zm_dlc1_zombie_climb_up_256_down_40
xanim,ai_zm_dlc1_zombie_crawl_climb_up_192_down_40
xanim,ai_zm_dlc1_zombie_crawl_climb_up_256_down_32
xanim,ai_zm_dlc1_zombie_crawl_jump_down_190
xanim,ai_zm_dlc1_zombie_crawl_jump_up_180_down_36
xanim,ai_zm_dlc1_zombie_crawl_jump_up_244_down_36
xanim,ai_zm_dlc1_zombie_crawl_jump_up_36_down_180
xanim,ai_zm_dlc1_zombie_crawl_jump_up_36_down_244
xanim,ai_zm_dlc1_zombie_jump_down_190
xanim,ai_zm_dlc1_zombie_jump_up_180_down_36
xanim,ai_zm_dlc1_zombie_jump_up_244_down_36
xanim,ai_zm_dlc1_zombie_jump_up_36_down_180
xanim,ai_zm_dlc1_zombie_jump_up_36_down_244
xanim,ai_zm_dlc4_zombie_crawl_jump_across_192
xanim,ai_zm_dlc4_zombie_crawl_jump_across_296
xanim,ai_zm_dlc4_zombie_crawl_jump_down_148
xanim,ai_zm_dlc4_zombie_crawl_jump_down_200
xanim,ai_zm_dlc4_zombie_crawl_jump_down_224
xanim,ai_zm_dlc4_zombie_crawl_jump_up_148
xanim,ai_zm_dlc4_zombie_crawl_jump_up_224
xanim,ai_zm_dlc4_zombie_jump_across_192
xanim,ai_zm_dlc4_zombie_jump_across_296
xanim,ai_zm_dlc4_zombie_jump_across_down_148
xanim,ai_zm_dlc4_zombie_jump_across_up_148
xanim,ai_zm_dlc4_zombie_jump_down_200
xanim,ai_zm_dlc4_zombie_jump_down_224
xanim,ai_zm_dlc4_zombie_jump_up_224
xanim,ai_zombie_base_ad_attack_v1
xanim,ai_zombie_base_ad_attack_v2
xanim,ai_zombie_base_ad_attack_v3
xanim,ai_zombie_base_ad_attack_v4
xanim,ai_zombie_base_au_attack_v1
xanim,ai_zombie_base_au_attack_v2
xanim,ai_zombie_base_au_attack_v3
xanim,ai_zombie_base_au_attack_v4
xanim,ai_zombie_base_boardtear_aligned_l_1_grab
xanim,ai_zombie_base_boardtear_aligned_l_1_hold
xanim,ai_zombie_base_boardtear_aligned_l_1_pull
xanim,ai_zombie_base_boardtear_aligned_l_2_grab
xanim,ai_zombie_base_boardtear_aligned_l_2_hold
xanim,ai_zombie_base_boardtear_aligned_l_2_pull
xanim,ai_zombie_base_boardtear_aligned_l_3_grab
xanim,ai_zombie_base_boardtear_aligned_l_3_hold
xanim,ai_zombie_base_boardtear_aligned_l_3_pull
xanim,ai_zombie_base_boardtear_aligned_l_4_grab
xanim,ai_zombie_base_boardtear_aligned_l_4_hold
xanim,ai_zombie_base_boardtear_aligned_l_4_pull
xanim,ai_zombie_base_boardtear_aligned_l_5_grab
xanim,ai_zombie_base_boardtear_aligned_l_5_hold
xanim,ai_zombie_base_boardtear_aligned_l_5_pull
xanim,ai_zombie_base_boardtear_aligned_l_6_grab
xanim,ai_zombie_base_boardtear_aligned_l_6_hold
xanim,ai_zombie_base_boardtear_aligned_l_6_pull
xanim,ai_zombie_base_boardtear_aligned_m_1_grab
xanim,ai_zombie_base_boardtear_aligned_m_1_hold
xanim,ai_zombie_base_boardtear_aligned_m_1_pull
xanim,ai_zombie_base_boardtear_aligned_m_2_grab
xanim,ai_zombie_base_boardtear_aligned_m_2_hold
xanim,ai_zombie_base_boardtear_aligned_m_2_pull
xanim,ai_zombie_base_boardtear_aligned_m_3_grab
xanim,ai_zombie_base_boardtear_aligned_m_3_hold
xanim,ai_zombie_base_boardtear_aligned_m_3_pull
xanim,ai_zombie_base_boardtear_aligned_m_4_grab
xanim,ai_zombie_base_boardtear_aligned_m_4_hold
xanim,ai_zombie_base_boardtear_aligned_m_4_pull
xanim,ai_zombie_base_boardtear_aligned_m_5_grab
xanim,ai_zombie_base_boardtear_aligned_m_5_hold
xanim,ai_zombie_base_boardtear_aligned_m_5_pull
xanim,ai_zombie_base_boardtear_aligned_m_6_grab
xanim,ai_zombie_base_boardtear_aligned_m_6_hold
xanim,ai_zombie_base_boardtear_aligned_m_6_pull
xanim,ai_zombie_base_boardtear_aligned_r_1_grab
xanim,ai_zombie_base_boardtear_aligned_r_1_hold
xanim,ai_zombie_base_boardtear_aligned_r_1_pull
xanim,ai_zombie_base_boardtear_aligned_r_2_grab
xanim,ai_zombie_base_boardtear_aligned_r_2_hold
xanim,ai_zombie_base_boardtear_aligned_r_2_pull
xanim,ai_zombie_base_boardtear_aligned_r_3_grab
xanim,ai_zombie_base_boardtear_aligned_r_3_hold
xanim,ai_zombie_base_boardtear_aligned_r_3_pull
xanim,ai_zombie_base_boardtear_aligned_r_4_grab
xanim,ai_zombie_base_boardtear_aligned_r_4_hold
xanim,ai_zombie_base_boardtear_aligned_r_4_pull
xanim,ai_zombie_base_boardtear_aligned_r_5_grab
xanim,ai_zombie_base_boardtear_aligned_r_5_hold
xanim,ai_zombie_base_boardtear_aligned_r_5_pull
xanim,ai_zombie_base_boardtear_aligned_r_6_grab
xanim,ai_zombie_base_boardtear_aligned_r_6_hold
xanim,ai_zombie_base_boardtear_aligned_r_6_pull
xanim,ai_zombie_base_crawl_attack_v1
xanim,ai_zombie_base_crawl_attack_v2
xanim,ai_zombie_base_crawl_boardtear_aligned_l_1_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_l_1_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_l_1_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_l_2_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_l_2_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_l_2_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_l_3_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_l_3_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_l_3_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_l_4_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_l_4_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_l_4_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_l_5_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_l_5_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_l_5_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_l_6_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_l_6_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_l_6_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_m_1_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_m_1_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_m_1_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_m_2_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_m_2_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_m_2_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_m_3_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_m_3_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_m_3_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_m_4_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_m_4_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_m_4_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_m_5_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_m_5_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_m_5_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_m_6_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_m_6_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_m_6_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_r_1_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_r_1_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_r_1_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_r_2_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_r_2_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_r_2_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_r_3_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_r_3_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_r_3_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_r_4_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_r_4_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_r_4_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_r_5_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_r_5_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_r_5_pull
xanim,ai_zombie_base_crawl_boardtear_aligned_r_6_grab
xanim,ai_zombie_base_crawl_boardtear_aligned_r_6_hold
xanim,ai_zombie_base_crawl_boardtear_aligned_r_6_pull
xanim,ai_zombie_base_crawl_death_v1
xanim,ai_zombie_base_crawl_death_v2
xanim,ai_zombie_base_crawl_idle_v1
xanim,ai_zombie_base_crawl_jump_across_128
xanim,ai_zombie_base_crawl_jump_across_256
xanim,ai_zombie_base_crawl_jump_down_128
xanim,ai_zombie_base_crawl_jump_down_160
xanim,ai_zombie_base_crawl_jump_down_36
xanim,ai_zombie_base_crawl_jump_down_48
xanim,ai_zombie_base_crawl_jump_down_72
xanim,ai_zombie_base_crawl_jump_down_96
xanim,ai_zombie_base_crawl_jump_up_128
xanim,ai_zombie_base_crawl_jump_up_160
xanim,ai_zombie_base_crawl_jump_up_36
xanim,ai_zombie_base_crawl_jump_up_48
xanim,ai_zombie_base_crawl_jump_up_72
xanim,ai_zombie_base_crawl_jump_up_96
xanim,ai_zombie_base_crawl_mantle_over_128
xanim,ai_zombie_base_crawl_mantle_over_36
xanim,ai_zombie_base_crawl_mantle_over_48
xanim,ai_zombie_base_crawl_mantle_over_72
xanim,ai_zombie_base_crawl_mantle_over_96
xanim,ai_zombie_base_crawl_run_win_trav_l_v1
